;Scopy version,f4beeb1
;Exported on,Monday March 03/03/2025
;Device,M2K
;Nr of samples,147456
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
531,-0.7661,0.180213
532,-0.766,0.180213
533,-0.7659,0.180213
534,-0.7658,0.180213
535,-0.7657,0.180213
536,-0.7656,0.180213
537,-0.7655,0.180213
538,-0.7654,0.180213
539,-0.7653,0.180213
540,-0.7652,0.180213
541,-0.7651,0.180213
542,-0.765,0.180213
543,-0.7649,0.180213
544,-0.7648,0.180213
545,-0.7647,0.180213
546,-0.7646,0.180213
547,-0.7645,0.180213
548,-0.7644,0.180213
549,-0.7643,0.180213
550,-0.7642,0.180213
551,-0.7641,0.180213
552,-0.764,0.180213
553,-0.7639,0.180213
554,-0.7638,0.180213
555,-0.7637,0.180213
556,-0.7636,0.180213
557,-0.7635,0.180213
558,-0.7634,0.180213
559,-0.7633,0.180213
560,-0.7632,0.180213
561,-0.7631,0.180213
562,-0.763,0.180213
563,-0.7629,0.180213
564,-0.7628,0.180213
565,-0.7627,0.180213
566,-0.7626,0.180213
567,-0.7625,0.180213
568,-0.7624,0.180213
569,-0.7623,0.180213
570,-0.7622,0.180213
571,-0.7621,0.180213
572,-0.762,0.180213
573,-0.7619,0.180213
574,-0.7618,0.180213
575,-0.7617,0.180213
576,-0.7616,0.180213
577,-0.7615,0.180213
578,-0.7614,0.180213
579,-0.7613,0.180213
580,-0.7612,0.180213
581,-0.7611,0.180213
582,-0.761,0.180213
583,-0.7609,0.180213
584,-0.7608,0.180213
585,-0.7607,0.180213
586,-0.7606,0.180213
587,-0.7605,0.180213
588,-0.7604,0.180213
589,-0.7603,0.180213
590,-0.7602,0.180213
591,-0.7601,0.180213
592,-0.76,0.180213
593,-0.7599,0.180213
594,-0.7598,0.180213
595,-0.7597,0.180213
596,-0.7596,0.180213
597,-0.7595,0.180213
598,-0.7594,0.180213
599,-0.7593,0.180213
600,-0.7592,0.180213
601,-0.7591,0.180213
602,-0.759,0.180213
603,-0.7589,0.180213
604,-0.7588,0.180213
605,-0.7587,0.180213
606,-0.7586,0.180213
607,-0.7585,0.180213
608,-0.7584,0.180213
609,-0.7583,0.180213
610,-0.7582,0.180213
611,-0.7581,0.180213
612,-0.758,0.180213
613,-0.7579,0.180213
614,-0.7578,0.180213
615,-0.7577,0.180213
616,-0.7576,0.180213
617,-0.7575,0.180213
618,-0.7574,0.180213
619,-0.7573,0.180213
620,-0.7572,0.180213
621,-0.7571,0.180213
622,-0.757,0.180213
623,-0.7569,0.180213
624,-0.7568,0.180213
625,-0.7567,0.180213
626,-0.7566,0.180213
627,-0.7565,0.180213
628,-0.7564,0.180213
629,-0.7563,0.180213
630,-0.7562,0.180213
631,-0.7561,0.180213
632,-0.756,0.180213
633,-0.7559,0.180213
634,-0.7558,0.180213
635,-0.7557,0.180213
636,-0.7556,0.180213
637,-0.7555,0.180213
638,-0.7554,0.180213
639,-0.7553,0.180213
640,-0.7552,0.180213
641,-0.7551,0.180213
642,-0.755,0.180213
643,-0.7549,0.180213
644,-0.7548,0.180213
645,-0.7547,0.180213
646,-0.7546,0.180213
647,-0.7545,0.180213
648,-0.7544,0.180213
649,-0.7543,0.180213
650,-0.7542,0.180213
651,-0.7541,0.180213
652,-0.754,0.180213
653,-0.7539,0.180213
654,-0.7538,0.180213
655,-0.7537,0.180213
656,-0.7536,0.180213
657,-0.7535,0.180213
658,-0.7534,0.180213
659,-0.7533,0.180213
660,-0.7532,0.180213
661,-0.7531,0.180213
662,-0.753,0.180213
663,-0.7529,0.180213
664,-0.7528,0.180213
665,-0.7527,0.180213
666,-0.7526,0.180213
667,-0.7525,0.180213
668,-0.7524,0.180213
669,-0.7523,0.180213
670,-0.7522,0.180213
671,-0.7521,0.180213
672,-0.752,0.180213
673,-0.7519,0.180213
674,-0.7518,0.180213
675,-0.7517,0.180213
676,-0.7516,0.180213
677,-0.7515,0.180213
678,-0.7514,0.180213
679,-0.7513,0.180213
680,-0.7512,0.180213
681,-0.7511,0.180213
682,-0.751,0.180213
683,-0.7509,0.180213
684,-0.7508,0.180213
685,-0.7507,0.180213
686,-0.7506,0.180213
687,-0.7505,0.180213
688,-0.7504,0.180213
689,-0.7503,0.180213
690,-0.7502,0.180213
691,-0.7501,0.180213
692,-0.75,0.180213
693,-0.7499,0.180213
694,-0.7498,0.180213
695,-0.7497,0.180213
696,-0.7496,0.180213
697,-0.7495,0.180213
698,-0.7494,0.180213
699,-0.7493,0.180213
700,-0.7492,0.180213
701,-0.7491,0.180213
702,-0.749,0.180213
703,-0.7489,0.180213
704,-0.7488,0.180213
705,-0.7487,0.180213
706,-0.7486,0.180213
707,-0.7485,0.180213
708,-0.7484,0.180213
709,-0.7483,0.180213
710,-0.7482,0.180213
711,-0.7481,0.180213
712,-0.748,0.180213
713,-0.7479,0.180213
714,-0.7478,0.180213
715,-0.7477,0.180213
716,-0.7476,0.180213
717,-0.7475,0.180213
718,-0.7474,0.180213
719,-0.7473,0.180213
720,-0.7472,0.180213
721,-0.7471,0.180213
722,-0.747,0.180213
723,-0.7469,0.180213
724,-0.7468,0.180213
725,-0.7467,0.180213
726,-0.7466,0.180213
727,-0.7465,0.180213
728,-0.7464,0.180213
729,-0.7463,0.180213
730,-0.7462,0.180213
731,-0.7461,0.180213
732,-0.746,0.180213
733,-0.7459,0.180213
734,-0.7458,0.180213
735,-0.7457,0.180213
736,-0.7456,0.180213
737,-0.7455,0.180213
738,-0.7454,0.180213
739,-0.7453,0.180213
740,-0.7452,0.180213
741,-0.7451,0.180213
742,-0.745,0.180213
743,-0.7449,0.180213
744,-0.7448,0.180213
745,-0.7447,0.180213
746,-0.7446,0.180213
747,-0.7445,0.180213
748,-0.7444,0.180213
749,-0.7443,0.180213
750,-0.7442,0.180213
751,-0.7441,0.180213
752,-0.744,0.180213
753,-0.7439,0.180213
754,-0.7438,0.180213
755,-0.7437,0.180213
756,-0.7436,0.180213
757,-0.7435,0.180213
758,-0.7434,0.180213
759,-0.7433,0.180213
760,-0.7432,0.180213
761,-0.7431,0.180213
762,-0.743,0.180213
763,-0.7429,0.180213
764,-0.7428,0.180213
765,-0.7427,0.180213
766,-0.7426,0.180213
767,-0.7425,0.180213
768,-0.7424,0.180213
769,-0.7423,0.180213
770,-0.7422,0.180213
771,-0.7421,0.180213
772,-0.742,0.180213
773,-0.7419,0.180213
774,-0.7418,0.180213
775,-0.7417,0.180213
776,-0.7416,0.180213
777,-0.7415,0.180213
778,-0.7414,0.180213
779,-0.7413,0.180213
780,-0.7412,0.180213
781,-0.7411,0.180213
782,-0.741,0.180213
783,-0.7409,0.180213
784,-0.7408,0.180213
785,-0.7407,0.180213
786,-0.7406,0.180213
787,-0.7405,0.180213
788,-0.7404,0.180213
789,-0.7403,0.180213
790,-0.7402,0.180213
791,-0.7401,0.180213
792,-0.74,0.180213
793,-0.7399,0.180213
794,-0.7398,0.180213
795,-0.7397,0.180213
796,-0.7396,0.180213
797,-0.7395,0.180213
798,-0.7394,0.180213
799,-0.7393,0.180213
800,-0.7392,0.180213
801,-0.7391,0.180213
802,-0.739,0.180213
803,-0.7389,0.180213
804,-0.7388,0.180213
805,-0.7387,0.180213
806,-0.7386,0.180213
807,-0.7385,0.180213
808,-0.7384,0.180213
809,-0.7383,0.180213
810,-0.7382,0.180213
811,-0.7381,0.180213
812,-0.738,0.180213
813,-0.7379,0.180213
814,-0.7378,0.180213
815,-0.7377,0.180213
816,-0.7376,0.180213
817,-0.7375,0.180213
818,-0.7374,0.180213
819,-0.7373,0.180213
820,-0.7372,0.180213
821,-0.7371,0.180213
822,-0.737,0.180213
823,-0.7369,0.180213
824,-0.7368,0.180213
825,-0.7367,0.180213
826,-0.7366,0.180213
827,-0.7365,0.180213
828,-0.7364,0.180213
829,-0.7363,0.180213
830,-0.7362,0.180213
831,-0.7361,0.180213
832,-0.736,0.180213
833,-0.7359,0.180213
834,-0.7358,0.180213
835,-0.7357,0.180213
836,-0.7356,0.180213
837,-0.7355,0.180213
838,-0.7354,0.180213
839,-0.7353,0.180213
840,-0.7352,0.180213
841,-0.7351,0.180213
842,-0.735,0.180213
843,-0.7349,0.180213
844,-0.7348,0.180213
845,-0.7347,0.180213
846,-0.7346,0.180213
847,-0.7345,0.180213
848,-0.7344,0.180213
849,-0.7343,0.180213
850,-0.7342,0.180213
851,-0.7341,0.180213
852,-0.734,0.180213
853,-0.7339,0.180213
854,-0.7338,0.180213
855,-0.7337,0.180213
856,-0.7336,0.180213
857,-0.7335,0.180213
858,-0.7334,0.180213
859,-0.7333,0.180213
860,-0.7332,0.180213
861,-0.7331,0.180213
862,-0.733,0.180213
863,-0.7329,0.180213
864,-0.7328,0.180213
865,-0.7327,0.180213
866,-0.7326,0.180213
867,-0.7325,0.180213
868,-0.7324,0.180213
869,-0.7323,0.180213
870,-0.7322,0.180213
871,-0.7321,0.180213
872,-0.732,0.180213
873,-0.7319,0.180213
874,-0.7318,0.180213
875,-0.7317,0.180213
876,-0.7316,0.180213
877,-0.7315,0.180213
878,-0.7314,0.180213
879,-0.7313,0.180213
880,-0.7312,0.180213
881,-0.7311,0.180213
882,-0.731,0.180213
883,-0.7309,0.180213
884,-0.7308,0.180213
885,-0.7307,0.180213
886,-0.7306,0.180213
887,-0.7305,0.180213
888,-0.7304,0.180213
889,-0.7303,0.180213
890,-0.7302,0.180213
891,-0.7301,0.180213
892,-0.73,0.180213
893,-0.7299,0.180213
894,-0.7298,0.180213
895,-0.7297,0.180213
896,-0.7296,0.180213
897,-0.7295,0.180213
898,-0.7294,0.180213
899,-0.7293,0.180213
900,-0.7292,0.180213
901,-0.7291,0.180213
902,-0.729,0.180213
903,-0.7289,0.180213
904,-0.7288,0.180213
905,-0.7287,0.180213
906,-0.7286,0.180213
907,-0.7285,0.180213
908,-0.7284,0.180213
909,-0.7283,0.180213
910,-0.7282,0.180213
911,-0.7281,0.162783
912,-0.728,0.197643
913,-0.7279,0.197643
914,-0.7278,0.197643
915,-0.7277,0.197643
916,-0.7276,0.197643
917,-0.7275,0.197643
918,-0.7274,0.197643
919,-0.7273,0.197643
920,-0.7272,0.197643
921,-0.7271,0.197643
922,-0.727,0.197643
923,-0.7269,0.197643
924,-0.7268,0.197643
925,-0.7267,0.197643
926,-0.7266,0.197643
927,-0.7265,0.197643
928,-0.7264,0.197643
929,-0.7263,0.197643
930,-0.7262,0.197643
931,-0.7261,0.197643
932,-0.726,0.197643
933,-0.7259,0.197643
934,-0.7258,0.197643
935,-0.7257,0.197643
936,-0.7256,0.197643
937,-0.7255,0.197643
938,-0.7254,0.197643
939,-0.7253,0.197643
940,-0.7252,0.197643
941,-0.7251,0.197643
942,-0.725,0.197643
943,-0.7249,0.197643
944,-0.7248,0.197643
945,-0.7247,0.197643
946,-0.7246,0.197643
947,-0.7245,0.197643
948,-0.7244,0.197643
949,-0.7243,0.197643
950,-0.7242,0.197643
951,-0.7241,0.197643
952,-0.724,0.197643
953,-0.7239,0.197643
954,-0.7238,0.197643
955,-0.7237,0.197643
956,-0.7236,0.197643
957,-0.7235,0.197643
958,-0.7234,0.197643
959,-0.7233,0.197643
960,-0.7232,0.197643
961,-0.7231,0.197643
962,-0.723,0.197643
963,-0.7229,0.197643
964,-0.7228,0.197643
965,-0.7227,0.197643
966,-0.7226,0.197643
967,-0.7225,0.197643
968,-0.7224,0.197643
969,-0.7223,0.197643
970,-0.7222,0.197643
971,-0.7221,0.197643
972,-0.722,0.197643
973,-0.7219,0.197643
974,-0.7218,0.197643
975,-0.7217,0.197643
976,-0.7216,0.197643
977,-0.7215,0.197643
978,-0.7214,0.197643
979,-0.7213,0.197643
980,-0.7212,0.197643
981,-0.7211,0.197643
982,-0.721,0.197643
983,-0.7209,0.197643
984,-0.7208,0.197643
985,-0.7207,0.197643
986,-0.7206,0.197643
987,-0.7205,0.197643
988,-0.7204,0.197643
989,-0.7203,0.197643
990,-0.7202,0.197643
991,-0.7201,0.197643
992,-0.72,0.197643
993,-0.7199,0.197643
994,-0.7198,0.197643
995,-0.7197,0.197643
996,-0.7196,0.197643
997,-0.7195,0.197643
998,-0.7194,0.197643
999,-0.7193,0.197643
1000,-0.7192,0.197643
1001,-0.7191,0.197643
1002,-0.719,0.197643
1003,-0.7189,0.197643
1004,-0.7188,0.197643
1005,-0.7187,0.197643
1006,-0.7186,0.197643
1007,-0.7185,0.197643
1008,-0.7184,0.197643
1009,-0.7183,0.197643
1010,-0.7182,0.197643
1011,-0.7181,0.197643
1012,-0.718,0.197643
1013,-0.7179,0.197643
1014,-0.7178,0.197643
1015,-0.7177,0.197643
1016,-0.7176,0.197643
1017,-0.7175,0.197643
1018,-0.7174,0.197643
1019,-0.7173,0.197643
1020,-0.7172,0.197643
1021,-0.7171,0.197643
1022,-0.717,0.197643
1023,-0.7169,0.197643
1024,-0.7168,0.197643
1025,-0.7167,0.197643
1026,-0.7166,0.197643
1027,-0.7165,0.197643
1028,-0.7164,0.197643
1029,-0.7163,0.197643
1030,-0.7162,0.197643
1031,-0.7161,0.197643
1032,-0.716,0.197643
1033,-0.7159,0.197643
1034,-0.7158,0.197643
1035,-0.7157,0.197643
1036,-0.7156,0.197643
1037,-0.7155,0.197643
1038,-0.7154,0.197643
1039,-0.7153,0.197643
1040,-0.7152,0.197643
1041,-0.7151,0.197643
1042,-0.715,0.197643
